id,name,city,state,lon,lat
5423,"Deming Hospital (historical)","DEMING","NM",-0107.759476,+0032.263416
5424,"Desert Hills Center","ALBUQUERQUE","NM",-0106.704193,+0035.117546
5425,"Doctor Dan C Trigg Memorial Hospital","TUCUMCARI","NM",-0103.724960,+0035.171726
5426,"Doctor J I Dunham Memorial Clinic","CHAMA","CO",-0106.579475,+0036.903072
5427,"Embudo Presbyterian Hospital","CANONCITO","NM",-0105.905853,+0036.210854
5428,"Encino Medical Plaza","ALBUQUERQUE","NM",-0106.631973,+0035.088375
5429,"Espanola Hospital","ESPANOLA","NM",-0106.080582,+0035.991135
5430,"Farmington Community Health Center","FARMINGTON","NM",-0108.218697,+0036.728065
5431,"Fort Bayard State Hospital","BAYARD","NM",-0108.148666,+0032.799515
5432,"Gerald Champion Memorial Hospital","ALAMOGORDO","NM",-0105.960258,+0032.899529
5433,"Gila Regional Hospital","SILVER CITY","NM",-0108.280319,+0032.770077
5434,"Guadalupe County Hospital","SANTA ROSA","NM",-0104.682480,+0034.938667
5435,"Guadalupe Medical Center","CARLSBAD","NM",-0104.255501,+0032.425949
5436,"Health Centers of New Mexico Northern New Mexico Embudo Clinic","DIXON","NM",-0105.961143,+0036.206131
5437,"Health Centers of Northern New Mex Penasco Clinic","CHAMISAL","NM",-0105.686401,+0036.169468
5438,"Health Centers of Northern New Mex Roy Clinic","ROY","NM",-0104.187752,+0035.943924
5439,"Health Centers of Northern New Mex San Miguel Clinic","RIBERA","NM",-0105.450844,+0035.364487
5440,"Health Centers of Northern New Mexico Truchas Clinic","CORDOVA","NM",-0105.811684,+0036.043636
5441,"Health Centers of Northern New Mexico Wagon Mound Clinic","WAGON MOUND","NM",-0104.706657,+0036.008926
5442,"Health centers of Northern New Mex La Loma Clinic","SANTA FE","NM",-0105.930580,+0035.619473
5443,"Health centers of northern New Mexico Coyote Clinic","COYOTE","NM",-0106.616425,+0036.167519
5444,"Healthsouth Rehabilitation Center","CORRALES","NM",-0106.585861,+0035.187542
5445,"Heights Psychiatric Hospital","ALAMEDA","NM",-0106.593643,+0035.132824
5446,"Holy Cross Hospital","EL PADRO","NM",-0105.581398,+0036.394196
5447,"Indian Santarium","DULCE","CO",-0106.989204,+0036.946953
5448,"Interface Rehabilitation Center","FARMINGTON","NM",-0108.218697,+0036.728065
5449,"Jal Clinic","BENNETT","NM",-0103.193520,+0032.113186
5450,"Jemez Valley Medical Clinic","JEMEZ SPRINGS","NM",-0106.692261,+0035.768631
5451,"Kaseman Presbyterian Hospital","ALBUQUERQUE","NM",-0106.552803,+0035.092827
5452,"La Clinica Del Pueblo De Rio Arriba Inc.","BRAZOS","NM",-0106.549759,+0036.700294
5453,"La Clinica del Norte","EL RITO","NM",-0106.188637,+0036.343349
5454,"Las Vegas Medical Center","LAS VEGAS","NM",-0105.242233,+0035.608372
5455,"Las Vegas Medical Center - Forensic","LAS VEGAS","NM",-0105.242233,+0035.608372
5456,"Lea Regional Hospital","HOBBS","NM",-0103.136047,+0032.702610
5457,"Los Alamos Medical Center","LOS ALAMOS","NM",-0106.319199,+0035.898632
5458,"Lovelace Clinic","ALBUQUERQUE","NM",-0106.584190,+0035.058105
5459,"Loving Health Clinic","LOVING","NM",-0104.095779,+0032.286232
5460,"Memorial Hospital","ROSWELL","NM",-0104.516357,+0033.364540
5461,"Memorial Hospital","ALBUQUERQUE","NM",-0106.637802,+0035.082546
5462,"Memorial Medical Center","LAS CRUCES","NM",-0106.739449,+0032.300095
5463,"Mimbres Memorial Hospital","DEMING","NM",-0107.767525,+0032.260647
5464,"Miners Colfax Medical Center","RATON","CO",-0104.439148,+0036.903358
5465,"Miners Hospital","RATON","CO",-0104.447479,+0036.894466
5466,"Mora Valley Clinic","CANON","NM",-0105.375290,+0036.002815
5467,"New Mexico Rehabilitation Center","MIDWAY","NM",-0104.521355,+0033.318165
5468,"New Mexico State Hospital","LAS VEGAS","NM",-0105.242508,+0035.606983
5469,"Nor Lea General Hospital","LOVINGTON","NM",-0103.348557,+0032.944008
5470,"Northeastern Regional Hospital","LAS VEGAS","NM",-0105.242233,+0035.608372
5471,"Northside Presbyterian","ALAMEDA","NM",-0106.556137,+0035.150047
5472,"Pecos Valley Medical Center","PECOS","NM",-0105.675011,+0035.574207
5473,"Presbyterian Hospital","ALBUQUERQUE","NM",-0106.635017,+0035.082264
5474,"Public Health services Indian Hospital","ALBUQUERQUE","NM",-0106.615578,+0035.083935
5475,"Questa Health Center","CERRO","NM",-0105.595001,+0036.703918
5476,"Rehoboth McKinley Christian Hospital","CHURCH ROCK","NM",-0108.654808,+0035.528912
5477,"Rio Valle Recover center","SANTA FE","NM",-0105.937798,+0035.686970
5478,"Saint Anne Hospital","ELEPHANT BUTTE","NM",-0107.242256,+0033.140354
5479,"Saint Anthonys Hospital Annex","LAS VEGAS","NM",-0105.217781,+0035.593933
5480,"Saint Francis Family Medical Center","CARLSBAD","NM",-0104.230507,+0032.422337
5481,"Saint Joseph Medical Center","ALBUQUERQUE","NM",-0106.638641,+0035.086155
5482,"Saint Joseph Rehabilitation Hospital","ALBUQUERQUE","NM",-0106.638641,+0035.084766
5483,"Saint Vincent Hospital","AGUA FRIA","NM",-0105.945023,+0035.659470
5484,"San Juan Regional Medical Center","FARMINGTON","NM",-0108.218697,+0036.728065
5485,"Shiprock Community Health Center","SHIPROCK","NM",-0108.687035,+0036.785561
5486,"Sierra Vista Hospital","ELEPHANT BUTTE","NM",-0107.252808,+0033.128403
5487,"Socorro General Hospital","ESCONDIDA","NM",-0106.891411,+0034.058395
5488,"St Joseph West Mesa Hospital","CORRALES","NM",-0106.675583,+0035.206711
5489,"Sun Crest Hospital","FARMINGTON","NM",-0108.218697,+0036.728065
5490,"Tatum Clinic","TATUM","NM",-0103.317726,+0033.257050
5491,"Union County General Hospital","CLAYTON","NM",-0103.184105,+0036.451698
5492,"United States Indian Hospital","ALLISON","NM",-0108.729813,+0035.507801
5493,"United States Indian Hospital","ALBUQUERQUE","NM",-0106.615578,+0035.088657
5494,"University of New Mexico Hospital","ALBUQUERQUE","NM",-0106.617249,+0035.088375
5495,"Zuni Cooperative Community Health Center","BLACK ROCK","NM",-0108.848419,+0035.069469
5496,"Churchill Public Hospital","FALLON","NV",-0118.781815,+0039.476307
5497,"Eureka County Hospital","EUREKA","NV",-0115.957001,+0039.497147
5498,"Humboldt County General Hospital","WINNEMUCCA","NV",-0117.727348,+0040.971294
5499,"Lincoln County Medical Clinic","CALIENTE","NV",-0114.514435,+0037.623024
5500,"Lincoln County Memorial Hospital","CALIENTE","NV",-0114.514153,+0037.622746
5501,"Nevada Mental Health Institute","RENO","NV",-0119.776581,+0039.529633
5502,"Nye County Hospital","TONOPAH","NV",-0117.222305,+0038.061600
5503,"Pershing County General Hospital and Nursing Home","LOVELOCK","NV",-0118.481812,+0040.177689
5504,"Rose-De Lima Hospital","HENDERSON","NV",-0114.984436,+0036.038868
5505,"Saint Marys Hospital","RENO","NV",-0119.817963,+0039.532131
5506,"Southern Nevada Memorial Hospital","OVERTON","NV",-0114.443596,+0036.540253
5507,"Steptoe Valley Hospital","ELY","NV",-0114.859741,+0039.255501
5508,"Sunrise Hospital","DOWNTOWN LAS VEGAS","NV",-0115.135269,+0036.132751
5509,"Walker River Hospital","SCHURZ","NV",-0118.816536,+0038.952980
5510,"Womens Hospital","DOWNTOWN LAS VEGAS","NV",-0115.126938,+0036.143581
5511,"Adventist Home","CLERMONT","NY",-0073.785400,+0042.139526
5512,"Albany Hospital","ALBANY","NY",-0073.776505,+0042.653141
5513,"Albany Hospital For Incurables","ALBANY","NY",-0073.768173,+0042.633968
5514,"Albany Hospital Sanatorium","ALBANY","NY",-0073.817345,+0042.681751
5515,"Arnot-Ogden Hospital","ELMIRA","NY",-0076.828011,+0042.100903
5516,"Bay Ridge Hospital","BAY RIDGE","NY",-0074.022369,+0040.633434
5517,"Bayview Hospital","BELLPORT","NY",-0072.851768,+0040.761768
5518,"Beekman Hospital","BATTERY PARK","NJ",-0074.004860,+0040.710663
5519,"Bellevue Hospital","ALPLAUS","NY",-0073.879005,+0042.792015
5520,"Bellevue Medical Center","BATTERY PARK","NJ",-0073.975693,+0040.739822
5521,"Beth Israel Hospital","BATTERY PARK","NJ",-0073.982910,+0040.733433
5522,"Blythedale Childrens Hospital","ARDSLEY","CT",-0073.800140,+0041.074814
5523,"Boulevard Hospital","MOTT HAVEN","NJ",-0073.912079,+0040.758713
5524,"Bowne Hospital","HIGHLAND","NY",-0073.905144,+0041.724815
5525,"Bowne Memorial Hospital","ASTORIA","NY",-0073.825409,+0040.746773
5526,"Broadacres Sanatorium","DEERFIELD","NY",-0075.199890,+0043.141460
5527,"Bronx State Hospital","CITY ISLAND","NY",-0073.839859,+0040.848709
5528,"Brookhaven Memorial Hospital","BAYPORT","NY",-0072.977051,+0040.780098
5529,"Brooklyn State Hospital","CANARSIE","NY",-0073.937912,+0040.657043
5530,"Carson Peck Memorial Hospital","BATTERY PARK","NY",-0073.938469,+0040.665104
5531,"Central Islip State Hospital","BAY SHORE","NY",-0073.195671,+0040.778709
5532,"Central Suffolk Hospital","AQUEBOGUE","NY",-0072.673714,+0040.933990
5533,"Chaffee Hospital","SPRINGVILLE","NY",-0078.658920,+0042.508671
5534,"Childrens Hospital","BUFFALO","NY",-0078.875587,+0042.909496
5535,"Cohoes Memorial Hospital","COHOES","NY",-0073.724564,+0042.774246
5536,"Coler Memorial Hospital And Home","MOTT HAVEN","NJ",-0073.941521,+0040.771214
5537,"Columbia Memorial Hospital","CLAVERACK","NY",-0073.777351,+0042.246479
5538,"Coney Island Hospital","BAY RIDGE","NY",-0073.964859,+0040.585388
5539,"Correction Hospital","MOTT HAVEN","NJ",-0073.952637,+0040.758991
5540,"County Home and Infirmary","BRIGHTON","NY",-0077.618614,+0043.113392
5541,"Creedmore State Hospital","BELLEROSE","NY",-0073.730400,+0040.735664
5542,"Cross County Hospital","CO-OP CITY","NY",-0073.853470,+0040.927601
5543,"Cumberland Hospital","BATTERY PARK","NY",-0073.976517,+0040.695103
5544,"Daughters of Jacob Hospital","EAST TREMONT","NY",-0073.912361,+0040.831768
5545,"Deaconess Hospital","BUFFALO","NY",-0078.844757,+0042.908669
5546,"Delafield Hospital","EAST TREMONT","NY",-0073.944580,+0040.839268
5547,"Doctors Hospital","BALDWIN","NY",-0073.594009,+0040.652603
5548,"Doctors Hospital","MOTT HAVEN","NJ",-0073.944298,+0040.775932
5549,"Eastern New York Hospital and School","ALPLAUS","NY",-0073.915672,+0042.820908
5550,"Ellis Hospital","ALPLAUS","NY",-0073.917343,+0042.819798
5551,"Elmhurst Hospital","MIDTOWN MANHATTAN","NY",-0073.885971,+0040.744823
5552,"Ewing Memorial Hospital","MOTT HAVEN","NJ",-0073.957077,+0040.764542
5553,"Faxton Hospital","CHADWICKS","NY",-0075.257668,+0043.091179
5554,"Firemens Home","CLAVERACK","NY",-0073.778183,+0042.256477
5555,"Flushing Hospital","THROGS NECK BRIDGE","NY",-0073.816521,+0040.755665
5556,"Fordham Hospital","CITY ISLAND","NY",-0073.881248,+0040.858707
5557,"Franklin D Roosevelt Veterans Administration","HAVERSTRAW","NY",-0073.928749,+0041.237316
5558,"Franklin General Hospital","BALDWIN","NY",-0073.686241,+0040.681213
5559,"General Hospital","BINGHAMTON","NY",-0075.915199,+0042.086468
5560,"General Hospital","DEERFIELD","NY",-0075.222672,+0043.091179
5561,"Genesee Hospital","BRIGHTON","NY",-0077.595009,+0043.150063
5562,"Glenridge Sanatorium","ALPLAUS","NY",-0073.910675,+0042.868404
5563,"Goldwater Memorial Hospital","BATTERY PARK","NJ",-0073.956520,+0040.754822
5564,"Good Samaritan Hospital","BABYLON","NY",-0073.294289,+0040.693989
5565,"Gowanda State Hospital","GOWANDA","NY",-0078.938927,+0042.487560
5566,"Gowanda State Hospital Annex","NORTH COLLINS","NY",-0078.996429,+0042.538391
5567,"Greene County Memorial Hospital","HUDSON","NY",-0073.878181,+0042.230648
5568,"Greenpoint Hospital","BATTERY PARK","NJ",-0073.939583,+0040.717045
5569,"Harlem Hospital","EAST TREMONT","NJ",-0073.938469,+0040.814270
5570,"Harlem Valley State Hospital","WINGDALE","NY",-0073.567070,+0041.635925
5571,"Hebrew Home and Hospital","CANARSIE","NY",-0073.918472,+0040.662323
5572,"Hebrew Hospital","CO-OP CITY","NY",-0073.904297,+0040.846210
5573,"Highland Hospital","BRIGHTON","NY",-0077.605003,+0043.135620
5574,"Hillside Hospital","BELLEROSE","NY",-0073.709854,+0040.751492
5575,"Homer Folks State Hospital","COLLIERSVILLE","NY",-0075.069611,+0042.474522
5576,"Horton Hospital","MIDDLETOWN","NY",-0074.409042,+0041.442314
5577,"House of Calvary Hospital","EAST TREMONT","NY",-0073.915970,+0040.845657
5578,"Howard Park General Hospital","CANARSIE","NY",-0073.840141,+0040.664822
5579,"Huntington Hospital","ASHAROKEN","NY",-0073.416237,+0040.878990
5580,"Ideal Hospital","CAMPVILLE","NY",-0076.068260,+0042.091465
5581,"Jamaica Hospital","FLUSHING","NY",-0073.816803,+0040.700932
5582,"Jewish Hospital","BATTERY PARK","NY",-0073.959023,+0040.675663
5583,"Jewish Hospital for Chronio Diseases","CANARSIE","NY",-0073.932907,+0040.659824
5584,"Kings Highway Hospital","BAY RIDGE","NY",-0073.942642,+0040.618431
5585,"Kings Park State Hospital","COMMACK","NY",-0073.239555,+0040.895927
5586,"Kingston Avenue Hospital","BATTERY PARK","NY",-0073.941521,+0040.658161
5587,"Lakeside Memorial Hospital","BROCKPORT","NY",-0077.944733,+0043.220890
5588,"Lee Hospital","FULTON","NY",-0076.407440,+0043.315628
5589,"Lenox Hill Hospital","MOTT HAVEN","NJ",-0073.960693,+0040.773434
5590,"Liberty-Loomis Hospital","BRADLEY","NY",-0074.788216,+0041.794807
5591,"Lincoln Hospital","EAST TREMONT","NJ",-0073.909859,+0040.807037
5592,"Linden General Hospital","CANARSIE","NY",-0073.889297,+0040.663433
5593,"Littauer Hospital","GLOVERSVILLE","NY",-0074.332077,+0043.071461
5594,"Lockport Memorial Hospital","GASPORT","NY",-0078.670586,+0043.177277
5595,"Long Island Jewish Hospital","BELLEROSE","NY",-0073.708183,+0040.754543
5596,"Lourdes Hospital","BINGHAMTON","NY",-0075.936584,+0042.091747
5597,"Lutheran Hospital","CANARSIE","NY",-0073.904579,+0040.674541
5598,"Maimonides Hospital","BATTERY PARK","NY",-0073.998474,+0040.639275
5599,"Maimonides Hospital","BRADLEY","NY",-0074.748497,+0041.794529
5600,"Manhattan State Hospital","MOTT HAVEN","NJ",-0073.929298,+0040.789272
5601,"Mary Mc Clellan Hospital","CAMBRIDGE","NY",-0073.394836,+0043.024246
5602,"Mather Memorial Hospital","BELLE TERRE","NY",-0073.054268,+0040.939541
5603,"Matteawan State Hospital","BALMVILLE","NY",-0073.947639,+0041.524536
5604,"Meadowbrook Hospital","BELLMORE","NY",-0073.553185,+0040.726768
5605,"Memorial Hospital","TUXEDO PARK","NY",-0074.185982,+0041.190094
5606,"Memorial Hospital","AUBURN","NY",-0076.564667,+0042.941456
5607,"Memorial Hospital","CHADWICKS","NY",-0075.256828,+0043.090630
5608,"Menorah Hospital","BATTERY PARK","NY",-0073.925972,+0040.693993
5609,"Mercy General Hospital","LONG LAKE","NY",-0074.463219,+0044.323120
5610,"Mercy Hospital","BALDWIN","NY",-0073.631516,+0040.688164
5611,"Mercy Hospital","WATERTOWN","NY",-0075.916588,+0043.975060
5612,"Mercy Hospital","BLASDELL","NY",-0078.812538,+0042.848118
5613,"Metropolitan Hospital","MOTT HAVEN","NJ",-0073.944580,+0040.785103
5614,"Mid Island Hospital","EAST FARMINGDALE","NY",-0073.478737,+0040.727039
5615,"Millard Fillmore Hospital","BUFFALO","NY",-0078.866425,+0042.920055
5616,"Montefiore Hospital","CITY ISLAND","NY",-0073.879578,+0040.880100
5617,"Montefiore Sanitarium","BEDFORD","NY",-0073.710960,+0041.238426
5618,"Morrisania Hospital","EAST TREMONT","NY",-0073.919022,+0040.836208
5619,"Mother Cabrini Memorial Hospital","EAST TREMONT","NY",-0073.937637,+0040.835930
5620,"Mount McGregor State Hospital","AMSTERDAM","NY",-0073.748177,+0043.200901
5621,"Mount Sinai Hospital","MOTT HAVEN","NJ",-0073.952911,+0040.790382
5622,"Mount View Hospital","LOCKPORT","NY",-0078.736694,+0043.176449
5623,"Nassau Hospital","BELLEROSE","NY",-0073.642906,+0040.740932
5624,"New York Hospital","MOTT HAVEN","NJ",-0073.953751,+0040.764542
5625,"New York Hospital","ARDSLEY","CT",-0073.753746,+0041.027599
5626,"New York State Hospital","BALMVILLE","NY",-0073.951797,+0041.527317
5627,"Noble Hospital","WEST FOWLER","NY",-0075.473549,+0044.337841
5628,"North Medical Center","BAYBERRY","NY",-0076.159927,+0043.120068
5629,"North Shore Hospital","BELLEROSE","NY",-0073.701515,+0040.777603
5630,"Northport Veterans Hospital","ASHAROKEN","NY",-0073.309837,+0040.892040
5631,"Onondaga Sanitarium","CEDARVALE","NY",-0076.163261,+0043.006737
5632,"Orthopedic Hospital","BATTERY PARK","NY",-0073.944862,+0040.667603
5633,"Park West Hospital","MOTT HAVEN","NJ",-0073.976250,+0040.785381
5634,"Parkway Hospital","FLUSHING","NY",-0073.838470,+0040.723713
5635,"Parshall Hospital","NORTH FRANKLIN","NY",-0075.064049,+0042.460079
5636,"Parsons Hospital","THROGS NECK BRIDGE","NY",-0073.824303,+0040.765663
5637,"Pawling Sanitorium","POESTENKILL","NY",-0073.615120,+0042.691471
5638,"Phelps Memorial Hospital","GRAND VIEW-ON-HUDS","NY",-0073.863190,+0041.108986
5639,"Pilgrim State Hospital","BAYWOOD","NY",-0073.282349,+0040.795658
5640,"Pine Crest Sanatorium","DOLGEVILLE","NY",-0074.755157,+0043.155350
5641,"Pinehurst Nursing Home","AIRMONT","NY",-0074.100151,+0041.107315
5642,"Pinewood Sanitarium","MAHOPAC","NY",-0073.694572,+0041.309814
5643,"Placid Memorial Hospital","MOUNT VAN HOEVENBERG","NY",-0073.981537,+0044.267265
5644,"Polyclinic Hospital","BATTERY PARK","NJ",-0073.987640,+0040.763432
5645,"Riverside Hospital","EAST TREMONT","NJ",-0073.897911,+0040.801491
5646,"Rochester General Hospital","IRONDEQUOIT","NY",-0077.586945,+0043.192001
5647,"Rockland State Hospital","BARDONIA","NY",-0073.970413,+0041.049267
5648,"Roosevelt Hospital","BATTERY PARK","NJ",-0073.986519,+0040.769543
5649,"Ross Sanatorium","BAY SHORE","NY",-0073.242058,+0040.782879
5650,"Roswell Park Hospital","BUFFALO","NY",-0078.865868,+0042.899227
5651,"Saint Albans Naval Hospital","BELLEROSE","NY",-0073.770142,+0040.689274
5652,"Saint Anthonys Hospital","CANARSIE","NY",-0073.849579,+0040.690933
5653,"Saint Barnabas Hospital","CO-OP CITY","NY",-0073.890411,+0040.853428
5654,"Saint Charles Hospital","BELLE TERRE","NY",-0073.060944,+0040.945930
5655,"Saint Clares Hospital","ALPLAUS","NY",-0073.915672,+0042.804798
5656,"Saint Elizabeths Home for the Aged","CHEEKTOWAGA","NY",-0078.663361,+0042.897278
5657,"Saint Elizabeths Hospice","FORT MONTGOMERY","NY",-0073.919304,+0041.357315
5658,"Saint Elizabeths Hospital","EAST TREMONT","NY",-0073.935143,+0040.857597
5659,"Saint Francis Hospital","CARLE PLACE","NY",-0073.670685,+0040.803989
5660,"Saint Francis Hospital","BUFFALO","NY",-0078.834755,+0042.942276
5661,"Saint Francis Hospital","EAST TREMONT","NJ",-0073.916252,+0040.810101
5662,"Saint Francis Hospital","HIGHLAND","NY",-0073.927643,+0041.718155
5663,"Saint Francis Hospital","PORT JERVIS","NY",-0074.681549,+0041.367596
5664,"Saint Giles Hospital","BALDWIN","NY",-0073.645134,+0040.711494
5665,"Saint Johns Hospital","BATTERY PARK","NY",-0073.937637,+0040.678432
5666,"Saint Johns Hospital","RIVERDALE","NY",-0073.886253,+0040.968708
5667,"Saint Johns Hospital","BATTERY PARK","NJ",-0073.944298,+0040.747044
5668,"Saint Josephs Hospital","ATLANTIC BEACH","NY",-0073.753471,+0040.598991
5669,"Saint Josephs Hospital","ELMIRA","NY",-0076.797462,+0042.091743
5670,"Saint Josephs Hospital","DE WITT","NY",-0076.149651,+0043.055626
5671,"Saint Josephs Hospital","BUFFALO","NY",-0078.782257,+0042.914497
5672,"Saint Lukes Hospital","MOTT HAVEN","NJ",-0073.961250,+0040.804821
5673,"Saint Lukes Hospital","BALMVILLE","NY",-0074.014305,+0041.503426
5674,"Saint Marys Hospital","BATTERY PARK","NY",-0073.925972,+0040.673164
5675,"Saint Marys Hospital","NIAGARA FALLS","NY",-0079.055321,+0043.091728
5676,"Saint Marys Hospital","BRIGHTON","NY",-0077.636665,+0043.149231
5677,"Saint Marys Hospital","DE WITT","NY",-0076.146042,+0043.079239
5678,"Saint Marys Hospital","COHOES","NY",-0073.675125,+0042.742577
5679,"Saint Marys Hospital","AMSTERDAM","NY",-0074.214851,+0042.953964
5680,"Saint Peters Hospital","BATTERY PARK","NY",-0073.997910,+0040.688713
5681,"Saint Peters Hospital","ALBANY","NY",-0073.803177,+0042.656471
5682,"Saint Vincents Hospital","HARRISON","CT",-0073.708740,+0040.988430
5683,"Saint Vincents Hospital","BAY RIDGE","NJ",-0074.105698,+0040.635662
5684,"Samaritan Hospital","COHOES","NY",-0073.672623,+0042.733410
5685,"Saratoga Hospital","MILTON","NY",-0073.796783,+0043.085358
5686,"Saw Mill Convalescent Home","ARDSLEY","NY",-0073.863747,+0040.975098
5687,"Schervier Hospital","EAST TREMONT","NY",-0073.919022,+0040.882038
5688,"Sea View Hospital","ANNADALE","NJ",-0074.131531,+0040.592045
5689,"Sisters Hospital","BUFFALO","NY",-0078.847260,+0042.928116
5690,"South Nassau Communities Hospital","BALDWIN","NY",-0073.630966,+0040.650932
5691,"Southside Hospital","BABYLON","NY",-0073.241501,+0040.726208
5692,"Spring Valley General Hospital","AIRMONT","NY",-0074.050697,+0041.087875
5693,"Staten Island Hospital","BAY RIDGE","NJ",-0074.087646,+0040.634544
5694,"Strong Memorial Hospital","BRIGHTON","NY",-0077.626396,+0043.122562
5695,"Sydenham Hospital","MOTT HAVEN","NJ",-0073.953751,+0040.809818
5696,"The Brookdale Hospital Center","CANARSIE","NY",-0073.912361,+0040.655102
5697,"Thoracic Hospital","BATTERY PARK","NY",-0073.942642,+0040.671772
5698,"Tompkins County Hospital","CAYUGA HEIGHTS","NY",-0076.537994,+0042.470352
5699,"Triboro Hospital","BELLEROSE","NY",-0073.807907,+0040.717884
5700,"Uihlein Mercy Center","MOUNT VAN HOEVENBERG","NY",-0073.982658,+0044.265045
5701,"United States Naval Clinic","BATTERY PARK","NY",-0073.970970,+0040.696774
5702,"United States Veterans Hospital","BALMVILLE","NY",-0073.966248,+0041.544266
5703,"Unity Hospital","BATTERY PARK","NY",-0073.926521,+0040.670662
5704,"Utica State Hospital","DEERFIELD","NY",-0075.254890,+0043.105900
5705,"Van Duyn Hospital","CEDARVALE","NY",-0076.190475,+0043.010345
5706,"Victory Memorial Hospital","BAY RIDGE","NY",-0074.023201,+0040.615105
5707,"Westmount County Infirmary","GLENS FALLS","NY",-0073.707626,+0043.361462
5708,"Will Rogers Memorial Hospital","SARANAC LAKE","NY",-0074.113487,+0044.310879
5709,"Willard State Hospital","LODI STATION","NY",-0076.878006,+0042.677010
5710,"Willard State Hospital","HAYTS CORNERS","NY",-0076.865509,+0042.678680
5711,"Womens Hospital","CANARSIE","NY",-0073.922363,+0040.668995
5712,"Adams County Hospital","WEST UNION","OH",-0083.535477,+0038.794243
5713,"Akron City Hospital","AKRON","OH",-0081.500671,+0041.079777
5714,"Allen Memorial Hospital","KIPTON","OH",-0082.224876,+0041.295330
5715,"Alliance Community Hospital","MAPLE RIDGE","OH",-0081.102318,+0040.903946
5716,"Amherst Hospital","AMHERST","OH",-0082.224045,+0041.399212
5717,"Ashtabula County Medical Center","ASHTABULA","OH",-0080.794807,+0041.881165
5718,"Athens Mental Health Center","ATHENS","OH",-0082.109314,+0039.320072
5719,"Aultman Hospital","CANTON","OH",-0081.404556,+0040.796165
5720,"Barnesville Health Care Center","BARNESVILLE","OH",-0081.184273,+0039.984787
5721,"Barnesville Hospital","BARNESVILLE","OH",-0081.189270,+0039.992847
5722,"Barney Convalescent Hospital","DAYTON","OH",-0084.167442,+0039.773666
5723,"Barrett Cancer Center","CINCINNATI","OH",-0084.504120,+0039.136452
5724,"Bay View Hospital (historical)","BAY VILLAGE","OH",-0081.876534,+0041.482544
5725,"Bellaire City Hospital","BENWOOD","WV",-0080.740913,+0040.029793
5726,"Bellevue Hospital","BELLEVUE","OH",-0082.841576,+0041.283943
5727,"Belmont Pines Hospital","YOUNGSTOWN","OH",-0080.655632,+0041.161728
5728,"Bethesda Hospital","CINCINNATI","OH",-0084.497719,+0039.129230
5729,"Bethesda Hospital","NORTH ZANESVILLE","OH",-0082.016243,+0039.974789
5730,"Bethesda North Hospital","BLUE ASH","OH",-0084.341606,+0039.252277
5731,"Bethesda-Warren County Health Center","LEBANON","OH",-0084.207161,+0039.410339
5732,"Betty Jane Rehabilitation Center","TIFFIN","OH",-0083.174088,+0041.098663
5733,"Booth Hospital","CINCINNATI","OH",-0084.495506,+0039.148392
5734,"Booth Hospital","BRATENAHL","OH",-0081.552345,+0041.551991
5735,"Boulevard Hospital (historical)","BRATENAHL","OH",-0081.550957,+0041.595329
5736,"Bradley Road Hospital","AVON","OH",-0081.958755,+0041.479481
5737,"Brecksville Veterans Administration Hospital","RICHFIELD","OH",-0081.630409,+0041.292835
5738,"Broadview Center Hospital","BRECKSVILLE","OH",-0081.680679,+0041.305614
5739,"Brown County General Hospital","GEORGETOWN","OH",-0083.896866,+0038.858677
5740,"Brown Memorial Hospital","CONNEAUT","PA",-0080.586739,+0041.937275
5741,"Bucyrus City Hospital","BUCYRUS","OH",-0082.976295,+0040.815056
5742,"Cambridge State Mental Health and Developmental Center","CAMBRIDGE","OH",-0081.587067,+0040.071182
5743,"Cameron Hospital","BRYAN","OH",-0084.557732,+0041.473938
5744,"Careunit Hospital of Cincinnati","BRIDGETOWN NORTH","OH",-0084.612724,+0039.143116
5745,"Childrens Hospital","CINCINNATI","OH",-0084.503273,+0039.140343
5746,"Childrens Hospital","OTTAWA HILLS","OH",-0083.609108,+0041.678379
5747,"Childrens Hospital","BEXLEY","OH",-0082.978508,+0039.953396
5748,"Christ Hospital","CINCINNATI","OH",-0084.509384,+0039.121452
5749,"Christina R Holmes Memorial Hospital","CINCINNATI","OH",-0084.508278,+0039.139782
5750,"Chronic Illness Center","BRATENAHL","OH",-0081.652344,+0041.510048
5751,"Cincinnati Commercial Hospital (historical)","CINCINNATI","OH",-0084.520775,+0039.107559
5752,"Circleville Hospital (historical)","CIRCLEVILLE","OH",-0082.944069,+0039.599503
5753,"Citizens Hospital","BARBERTON","OH",-0081.589561,+0041.014778
5754,"City Hospital","CHESTER","OH",-0080.586731,+0040.621735
5755,"Clermont County Hospital","BATAVIA","OH",-0084.144371,+0039.079784
5756,"Clermont Nursing and Convalescent Home","DAY HEIGHTS","OH",-0084.251045,+0039.193672
5757,"Cleveland Metropolitan General Hospital","BROOKLYN","OH",-0081.697075,+0041.461159
5758,"Cleveland Psychiatric Institute","BROOKLYN","OH",-0081.696243,+0041.461163
5759,"Cleveland State Hospital","BROOKLYN HEIGHTS","OH",-0081.618454,+0041.437832
5760,"Cleveland Veterans Administration Hospital","BRATENAHL","OH",-0081.613739,+0041.513378
5761,"College Hill Hospital","DAYTON","OH",-0084.239105,+0039.776726
5762,"Columbus Community Hospital","BEXLEY","OH",-0082.995468,+0039.931736
