id,year,text,Council_District
2454,2017,OUR CEMETERIES ARE IN NEED OF UPDATE/UPGRADED IRRIGATION. THERE ARE NOT ENOUGH STAFF MEMBERS TO MAINTAIN THE GROUNDS AND OPERATIONS AT OUR CEMETERIES,5
2455,2017,"Our family has lived in the Austin area for many years.  We lived in Round Rock for a few years because it was more affordable but then down-sized to move into the city because we hated spending so much time on the highway commuting.  While we enjoy living in Austin and the extra time our shorter commutes give our family, each year it seems to become less and less affordable for moderate income families like ours.  We would hate to move away but at the rate things are going, we will need to find additional sources of income in order to continue living here.  Both adults in our family currently have full-time jobs and we have advanced college degrees (master's level).",8
2456,2017,OUR LIBRARIES ARE IMPORTANT SAFETY NET-THEY NEED ADEQUATE FUNDING.,8
2457,2017,"Our mail lady has been extremely rude to us, she even has yelled profanities and said that one of our friend's cars was a ""piece of shit.""  Excuse my language.  Also the gentrification of East Austin that has been displacing black people needs to stop.  The city's graffiti and uniqueness is amazing and you are doing a great job of helping with that!",6
2458,2017,Our previous City Manager often described Austin as America's best managed city.  Let's live up to that standard by challenging all of us to make it so.,4
2459,2017,Our previous growth plans were grossly insufficient and we're paying for it now.  Please make sure that never happens again.,4
2460,2017,OUR TAXES ARE WAY TOO HIGH. THE CITY IS EXPENSIVE FOR AN AVERAGE INCOME EARNER. I AM DISSATISFIED WITH THE EFFORTS TO IMPROVE BIKE LANES. OUR TAX DOLLARS SHOULD GO TO WIDENING OR CREATING ROADS FOR CARS.,8
2461,2017,"OUTSIDE THE DOWNTOWN AREA, THERE IS A LACK TRANSPORTATION. IMPROVE PEDESTRIAN AREAS, LACK OF SIDEWALKS, RED LIGHTS TAKE FOREVER TO CHANGE AND THEY LAST ONLY A FEW SECONDS, IMPOSSIBLE TO CROSS A STREET UNLESS YOU ARE IN A CORNER, CARS NEVER RESPECT PEDESTRIANS.",7
2462,2017,Overall I think you guys do a lot with your budget and do a good job of balancing priorities.,9
2463,2017,Overhaul Austin energy,1
2464,2017,"Overlarge, developer oriented. Insanely expensive to live here, taxes too high, utilities too high.",10
2465,2017,Parking and traffic management,2
2466,2017,"Parks were the best in nation in 1990's.  Now, differed maintenance and lack of access.  Reduction in pool hours and increase in cost make them not what they were.",8
2467,2017,Pass an ordinance prohibiting panhandling.  Stop enabling the homeless to continue their way of life.,4
2468,2017,Patch roads properly,4
2469,2017,People of color need to feel safer.  Appreciate everything mayor does.,5
2470,2017,People sleeping under bridges all over the city.   Area streets/sidewalks need upkeep,5
2471,2017,Permit dept. is a disaster. Please take action to resolve the inefficiencies and lack of resources. Revise building code that may encourage density and sustainable building practices.,1
2472,2017,Permit process is slow,3
2473,2017,PERMITTING PRACTICES.,6
2474,2017,"Permitting process for minor work can end up taking months, and cost thousands due to historical corruption and bribery issues in planning and permitting department. Sure hope that is the city now. I experienced that and know other families that that did as well a few years back. a true black eye for the city. 
http://www.statesman.com/news/crime--law/former-city-permit-reviewer-indicted-bribery-charges/10IYgrTZu8kylZFbsEzMYP/",10
2475,2017,Permitting streamlining and stop using my tax dollars for affordable housing.  It makes my house less valuable and decreases your tax base.  DO something about traffic. Allow short term rentals.  Stop micromanaging people's lives.,7
2476,2017,PLAN AHEAD RE ROADS,10
2477,2017,PLAN AHEAD. POPULATION IS GROWING FASTER THAN INFRASTRUCTURE.,8
2478,2017,PLAN FOR FUTURE GROWTH,1
2479,2017,"PLAN FOR GROWTH (OF CARS AND PEOPLE, NOT BIKES) AND GET READY FOR THE BOOM THAT'S ALREADY TAKEN PLACE. THIS CITY NEEDS INFRASTRUCTURE.",8
2480,2017,Plan for more growth. Create programs to provide incentive for affordable housing,5
2481,2017,"Plan for the future, with existing traffic no one did that.",6
2482,2017,"plan for the projected future instead of always lagging behind the present i.e., putting band aide on present problems instead of aggressively getting ready for the future",10
2483,2017,"Plan traffic and freeways well in advance. We are catching up am
No slow to plan and implement",10
2484,2017,PLANNED PARENTHOOD HELPS EVERYONE,1
2485,2017,PLANNING AND ZONING NEEDS QUICKER TIMELINE.,6
2486,2017,"Please address property taxes, affordability and infrastructure first and quickly.",2
2487,2017,Please address road infrastructure. Traffic is bad,10
2488,2017,"Please address the waste that occurs at your 4 major revenue generating departments. By doing so, you'd be able to curtail the reckless and constant rate increases that AE & AWU in particular keep forcing upon citizens.",8
2489,2017,please alternate transportation bike lanes and trails invest more in,4
2490,2017,Please be a sanctuary city,10
2491,2017,PLEASE BE KIND TO OUR IMMIGRANTS. PASS THE SB4 NOW. HELP THE POOR.,4
2492,2017,Please be responsive to citizens needs and minimize as much red tape as possible.,3
2493,2017,PLEASE BRING ELECTRIC AND WATER BILLS DOW FOR THE ELDERLY,1
2494,2017,Please build more affordable housing so our city doesn't lose its invaluable diversity of race and economic class and culture entirely.,3
2495,2017,PLEASE COMPLETE MO PAC CONSTRUCTION ASAP.,7
2496,2017,Please consider all of the preservation efforts made by the residents of neighborhoods such as Hyde Park. The people who live here are really committed to contributing to the best of City of Austin services and programs.,9
2497,2017,"PLEASE CONSIDER INCREASING THE NUMBER OF PARKS,WALKING AND BIKING TRAILS.",7
2498,2017,Please consider legalization of marijuana to help boost our economy for tax revenue purposes.,3
2499,2017,PLEASE CONSIDER MORE PUBLIC TRANSPORTATION.,2
2500,2017,Please consider working towards more affordable quality housing for middle and lower income families in the City of Austin.,6
2501,2017,"Please continue to listen to the residents and stakeholders in the community (e.g. businesses, religious organizations, nonprofits) and continue to offer the services and programs people seek, and enact/enforce the legislation these entities desire; do not allow the state to dictate the quality of life in Austin.",5
2502,2017,Please continue to make Austin a diverse and welcoming city.,1
2503,2017,PLEASE CONTINUE TO MAKE AUSTIN HIGH TECH.,8
2504,2017,"Please continue to stand up against the state legislature to promote the rights of our residents to have a clean environment with lots of big old trees and to promote diversity and acceptance of all people in our city. 
Let's have more and better quality public art.  Let's expand arts and natural history education for kids and teens through our community rec centers and parks. 
There is a lot of litter along Kramer Lane that blows into the yards of nearby residences including mine.  It would be great to see this cleaned up.",4
2505,2017,Please continue to support diversity - love the 'hate has no home here' message!,3
2506,2017,Please continue to work with the county to fight property tax rates.  They're miserable.,10
2507,2017,Please control growth,9
2508,2017,"Please coordinate traffic, development and water/land conservation in planning.",5
2509,2017,Please do an overhaul on the City's planning and development department. The building permitting process is absolutely out of control.,5
2510,2017,"Please do away with panhandling.  I think it is out of control.  No agency including the firefighters should be allowed to beg for money on the street corners.  it is unsightly, dangerous and does not serve our city of those begging well.",4
2511,2017,PLEASE DO EVERYTHING IN YOUR POWER TO ALLEVIATE OUR SERIOUS TRAFFIC ISSUES. LET'S DO MORE TO HELP THE HOMELESS.,3
2512,2017,PLEASE DO MORE TO ADDRESS RACIAL ISSUES IN OUR TOWN.,9
2513,2017,Please do not let Austin become another San Francisco where it takes 2-3 jobs to be able to afford to live here.,5
2514,2017,Please do not sacrifice motor lanes for bicycle lanes. Traffic congestion is bad enough,6
2515,2017,Please do not trade quality of life for existing Austin residents to accommodate those relocating to Austin; there is a finite amount of space.,1
2516,2017,PLEASE DO SOMETHING ABOUT OUR GROWING TRAFFIC PROBLEM. SINGLE LANE ON MOPAC WILL BE OBSOLETE BY THE TIME OF COMPLETION. USE TRIP SWITCHES ON STOPLIGHTS.TOO MUCH TIME WASTED AT LIGHTS WHEN THERE IS NO CROSS TRAFFIC.,10
2517,2017,Please do something about our terrible TRAFFIC !!!!!,8
2518,2017,Please do something about the homeless problem in this city. There are too many homeless camps under freeway underpasses!,10
2519,2017,"Please do something about the homeless situation.  Get them off the streets and provide them with food, shelter and services.  Many of them are not capable of taking care of themselves (mental issues) so they will need permanent help.  Many of them are old or vets.",2
2520,2017,PLEASE DO SOMETHING ABOUT TIMED TRAFFIC SIGNALS.,6
2521,2017,"Please do what you can to improve quality of life, especially by reducing traffic congestion.",10
2522,2017,Please enforce the city's noise ordinance for car stereos and barking dogs.,7
2523,2017,Please extend rapid rail to airport,6
2524,2017,"Please fight to retain as much of the natural treasures we have left of our environment (don't let developers get away with cutting down our trees for ""convenience), push progressive ideas, and we please make us an example for public transit for the South and Midwest within the next couple of years. Rail, Bus, Bike, and any new methods that may come up.",1
2525,2017,PLEASE FIGURE OUT A BETTER PUBLIC TRANSPORTATION NETWORK. DRIVING I-35 IS A NIGHTMARE. PEOPLE MOVING HERE ARE FROM LARGER CITIES WITH PUBLIC TRANSPORTATION.,9
2526,2017,"Please figure out how to drive around this city, east-to-west or north-to-south, to get kids to activities or to enjoy more of Austin while living in it as a family.",6
2527,2017,PLEASE FINISH MOPAC AND PROVIDE TRAFFIC RELIEF. MAYBE UPGRADE PUBLIC TRANSPORTATION.,7
2528,2017,"PLEASE FIX I-35, MOPAC, ETC. TOLL LANES ARE NOT A SOLUTION. THEY HURT THE PEOPLE WHO CAN LEAST AFFORD IT.",10
2529,2017,PLEASE FIX OUR TRANSPORTATION SYSTEM AND ADDRESS THE GENTRIFICATION ISSUES PLAGUING OUR CITY,8
2530,2017,Please fix street(Garwood),3
2531,2017,PLEASE FIX THE HOMELESS POPULATION. I DON'T FEEL SAFE.,3
2532,2017,Please fix the roads because traffic and road quality here SUCKS! Maybe even had more accessible public transportation.,6
2533,2017,Please fix the roads downtown.  Potholes everywhere!  I'm actually distracted from driving while attempting to not damage my car by hitting potholes.,9
2534,2017,Please fix the roads so we can get around Austin,5
2535,2017,"PLEASE FIX THE TRAFFIC PROBLEM IN I-35, 290 & 183. PLEASE RESURFACE THE CITY STREETS INCLUDING DOWNTOWN.",2
2536,2017,PLEASE FIX THE TRAFFIC!!,6
2537,2017,Please fix traffic problem downtown.,10
2538,2017,Please focus on transportation issues before this city becomes completely unlivable due to the lack of viable options to get where you need to go and get there on time.,7
2539,2017,Please focus on what COA does best.  It's ok to not try to fix everything.,5
2540,2017,Please generously fund the Austin Animal Center.  Animals have no voice without the help of the caring people at AAC.,5
2541,2017,PLEASE GET A TRAIN/AMTRAK SITUATION!,9
2542,2017,"Please get all those homeless mean, aggressive and violent people off the street.  They are mainly down 183 north and south and north Lamar rundburg 35 at 183. 183 at Cameron, they are a very big threat to the public.  Also we need more law enforcement on Georgian dr because it is extremely dangerous there...",4
2543,2017,PLEASE GET THE CONSTRUCTION ON MOPAC DONE! IT HAS GONE ON LONG ENOUGH AND REALLY DISRUPTS TRAFFIC.,10
2544,2017,"Please help cyclists be safe and help with cycle lanes.  Please hold unsafe an ""ruin it for everyone"" red-light-running etc. cyclists accountable.",9
2545,2017,"PLEASE HELP MAINTAIN AUSTIN'S CULTURE AND IDENTITY AS ""THE LIVE MUSIC CAPITAL OF THE WORLD"" BY HELPING TO SUPPORT LOCAL MUSIC VENUES AND PROVIDING AFFORDABLE HOUSING AND HEALTHCARE SO CREATIVES AND ALL LONG-TIME RESIDENTS WHO HAVE SHAPED AUSTIN AND CONTINUE TO CONTRIBUTE TO THE CULTURE ARE NOT PRICED OUT OF THEIR HOMES AND THE CITY.",7
2546,2017,Public transportation should be a high priority.,7
2547,2017,"Please help make bus stops safe, like at the corner of Rogge Ln & Manor Rd. ( local hangout for illegal activity).",1
2548,2017,"PLEASE HELP THE LOCAL (AISD) SCHOOLS. HELP ADVOCATE FOR CHANGES IN PROPERTY TAXES, KEEP MONEY IN AUSTIN",9
2549,2017,"Please HELP, the homeless give them a address so they can work. And us single older women to succeed in owning a HOME. Thank you",2
2550,2017,"PLEASE HONOR NEIGHBORHOODS PLANS,PRESERVING THE INTEGRITY OF SINGLE FAMILY CITY CENTER NEIGHBORHOODS.",9
2551,2017,"Please host more ""forums"" for political items.  Otherwise - keep up the amazing work!",1
2552,2017,"Please improve infrastructure, planning and the speed of road construction",8
2553,2017,Please improve public transportation here - we are becoming a major city and need to have the infrastructure for it.,7
2554,2017,Please increase curbside recycling to every week instead of every other week.,6
2555,2017,Please invest in repair of Barton Springs Pool facilities. Bathrooms and changing rooms are falling apart.,5
2556,2017,"Please join other forward-thinking cities and do everything in your power to fight climate change, regardless of what our ridiculous President says.",10
2557,2017,PLEASE KEEP ONE CITY OF AUSTIN ELECTRIC AND WATER RATES DOWN AND PROVIDE MORE AFFORDABLE HOUSING FOR CITY RESIDENTS. THANKS,6
2558,2017,Please keep the health and safety of our citizens and land a priority over businesses and development.,2
2559,2017,"PLEASE KILL IMAGE AUSTIN AND CODE NEXT. THEY ARE A MESS, DENSITY IS OUR FUTURE BUT HAS TO E DONE SMART, OUR LAND CANNOT SUPPORT THE GROWTH, RUN OFF FLOODING",7
2560,2017,Please legalize marijuana,2
2561,2017,"PLEASE LOOK AGAIN AT PUBLIC TRANSPORTATION. HAVING JUST VISITED PORTLAND,OR I WAS IMPRESSED BY THEIR COMBO OF LIGHT RAIL AND BUS HOW WELL IT WAS USED.",9
2562,2017,Please look at retiming lights.  It's incredible how inefficient they are.,2
2563,2017,"Please look at sustainable traffic solutions, not TOLL roads!",2
2564,2017,PLEASE LOWER OUR CITY OF AUSTIN ELECTRIC PRICES BESIDES OTHER SERVICES THAT NEEDS TO BE CORRECTED IE ROADS,4
2565,2017,Please lower the city budget.  Eliminate non necessary services and programs.  Stop acting like Austin is a premier city because the people that live here cannot afford to support much more.,3
2566,2017,Please maintain streets and grassy areas in poor neighborhoods as you do in rich ones.,3
2567,2017,Please make housing more affordable for people to live in.,4
2568,2017,PLEASE MAKE PLANS FOR SAFE ROADS FOR CARS TO TRAVEL BY.,2
2569,2017,"Please make playgrounds accessible for kids in wheelchairs, including wheelchair swings and rides.",1
2570,2017,Please make Section 8 affordable housing be able to pay the rents of this growing market. There is NO landlords or property managers that will accept the section 8 vouchers. Because section 8 gives out low vouchers to this growing economy! Rent is growing the amount of the vouchers should grow too. Thank You.,3
2571,2017,Please meddle less. I was sad to see when you made it so hard for Google to get Fiber into Austin and when you pushed Uber and Lyft out.,7
2572,2017,PLEASE OPEN MORE LANES FROM CANNON TO LACROSSE GOING SOUTH ON LOOP! SLAUGHTER AND LOOP LIGHT IS A NIGHTMARE. OVERALL TRAFFIC PROBLEMS ARE THE BIGGEST ISSUE IN AUSTIN. NO TOLLS MORE LANES.,8
2573,2017,Please pave street.,1
2574,2017,Please plan more for traffic as more people move to our fabulous city.,7
2575,2017,Please preserve and protect our green space!,9
2576,2017,Please prioritize city services and budget.  Social services and health services offered by county or state should not be duplicated.  Enforce rules of the road for bicyclists the same as autos.,8
2577,2017,PLEASE PROMOTE AFFORDABLE LIVING IN THE CITY CENTER SO THAT ALL PEOPLE CAN THRICE IN THIS WONDERFUL CITY NOT JUST WEATHER WHITES,5
2578,2017,PLEASE PROTECT OUR OLD COMMUNITIES AND THOSE WHO HAVE LIVED HERE.,10
2579,2017,"Please put lights on McKinney Falls Pkwy. At night it is very difficult to see, especially in inclement weather. There are also a lot of deer and not a lot of visibility.",2
2580,2017,"PLEASE PUT MORE PARK LAND IN OUR CITY, IN PARTICULAR AT THE CORNER OF 45TH AND BULL CREEK.",7
2581,2017,"Please quit pushing lower middle class households out of the city.  The lack of affordable housing is making it very difficult for me to live and work as a public educator in Austin.  Austin should value all of its residents, not just a select high income few.  What will Austin do when it becomes easier for teachers, firefighters, police, and other lower and middle income professionals to choose to work where they live?  Buda, Kyle, Pflugerville, etc. will benefit, but will the CEO of a tech company want to lower herself down to teach low-income kindergarteners?  I think not.  For a city so full of highly intelligent people, the lack of foresight amazes me.",2
2582,2017,please remove fluoride. no more convenience stores on Brodie Lane.,5
2583,2017,PLEASE REPAIR ROADS ESPECIALLY THAXTON RD AND NUCKLOS XING. VERY BAD POTHOLES A LOT OF TRAFFIC NEAR GOODNIGHT SUBDIVISION.,2
2584,2017,The monopoly on electricity is outrageously wrong.,10
2585,2017,PLEASE REVIEW URBAN DEVELOPMENT CAREFULLY TO ENSURE IT DOES NOT REDUCE OR IMPACT SENSITIVE GREEN AREAS IN AUSTIN. GREEN BELT AND OTHER NATURAL AREAS.,10
2586,2017,Please start collecting recycling every week!  I am forced to throw my recycling goods in standard land fill because it is the majority of my garbage.,5
2587,2017,Reduce property taxes.,5
2588,2017,PLEASE STOP RAISING THE RENT ON HOMES AND APARTMENTS. ALSO PLEASE STOP RAISING THE TAXES ON HOMES AND APARTMENTS.,2
2589,2017,"Please stop segregation by preventing gentrification and equalizing our schools. We are losing what little diversity this city had. It's inhumane and bad for our city in the long term: morally, educationally, economically, etc.",8
2590,2017,"PLEASE STOP TRYING TO BE EVERYTHING TO EVERYONE AND STOP SELLING AUSTIN. FOCUS ON BASIC CITY SERVICES. SELL THE LIBRARY BUILDING, GET RID OF ALL EDUCATIONAL PROGRAMS AND OFFER FREE OR REDUCED INTERNET INSTEAD.",2
2591,2017,"Please stop trying to placate the new coming into Austin.     You seem to be enamored of new people moving here and new businesses moving here.      Your idea of supporting the people who have lived here for a  time seems to be adding a new committee to discuss a possible program which will lead to possible hiring or not.       Code Next is going to alter family neighborhoods.      Creating a more dense population in areas where families live and raise their children is not a way to make this a city which welcomes people.     The school district is losing students because of the actions of the city.      And losing students means losing families and that means you will soon be a very ""hip"" city.      And  when there are fewer and fewer families, and the big money making companies move on to another city which will offer them the next big tax and fees break because those gifts have run out here, eventually who will be here?
When I moved here, there were green spaces and areas that welcomed people to enjoy a program of live music or fun things for families.    Now, it appears the city is much more interested in making SXSW bigger with  more hotel dollars and more publicity.   Lets make ACL festival draw more out of towners.         So what if nearly half a year is used up setting up, having or repairing damages from some big event. 
Please start thinking about the people who live here now, and have lived here.       These are the people who have supported the employers, voted to make Austin a good place to live and provided the tax dollars.     Please do not continue to treat them as though you hold them in disdain because you have your own agenda.",4
2592,2017,PLEASE SUPPORT GENERAL AVAIATION AT THE AUSTIN AIRPORT. SIGNATURE AND THE T-HANGARS ARE PROHIBITIVELY EXPENSIVE,5
2593,2017,"Please support increased density in Austin, it is the only way to sustainably and affordably accommodate all the new residents attracted to our city's quality of life.",4
2594,2017,PLEASE TAKE FLOURIDE OUT OF OUR DRINKING WATER. OUR WATER IS NOT CLEAN.,3
2595,2017,Please the rent is to high! Make the rent going down! I have two kid just one job! I can't get two jobs for survive! I don't have time to waste time to my kid. The rent is to high.,4
2596,2017,Please try to preserve single family neighborhoods in Central Austin,4
2597,2017,Please try your best to keep UT Austin graduate housing located at Lake Austin Blvd. (Brackenridge at Colorado and Gateway Apartments). Thank you.,10
2598,2017,PLEASE WORK ON BETTER TRANSPORTATION FOR MOTOR VEHICLE TRAFFIC!,8
2599,2017,"Please work to preserve the character and integrity of older existing neighborhoods, and stop allowing McMansions to be built on tiny lots.",7
2600,2017,PLEASE WORK TO PRESERVE THE UNIQUE QUALITIES AND CHARACTER OF THE OLD AUSTIN NEIGHBORHOODS SUCH AS ALLANDALE. DON'T CHANGE THE ZONING JUST TO PACK IN MORE HOUSING AND GO FOR PROFIT.,4
2601,2017,PLEASE WORK WITH UT AND OTHER EMPLOYERS TO ADOPT A STAGGERED WORKDAY / FLEX-TIME SO THAT ROAD BUILDING CAN BE MINIMIZED AND TRAFFIC ALLEVIATED.,8
2602,2017,"Police are helpful when called; however, they do not patrol Canyon Creek subdivision on Boulder Lane.  Constant issues with running stop signs, parking in intersections, crosswalks, etc.  We are at the edge of city limits and pay taxes too!!",6
2603,2017,Police are overusing abusing Sir authority,4
2604,2017,"Police are slow to respond and treat every average citizen as a criminal even when you are the one to need services and help.  Unhelpful, largely rude.",4
2605,2017,Police parks better.,1
2606,2017,political transparency,5
2607,2017,Poor condition of neighborhood streets; absence/inadequacy of sidewalks.,9
2608,2017,POOR METRO SERVICES TO THOSE THAT ARE FORCED TO MOVE OUT OF AUSTIN IN ODER TO AFFORD THE COST OF LIVING.,5
2609,2017,"POOR RESPONSE FROM AUSTIN WATER UTILITY , MY METER IS UNREADABLE BUT AUSTIN WATER INSISTS THERE IS NOT PROBLEM",8
2610,2017,"Protect special cultural parts of town we are proud of (Murals in black community, small businesses run by Latino families, etc.).  More sidewalks in neighborhoods so we don't stroll in the road.",9
2611,2017,Protection of residential is important,10
2612,2017,Public safety should be the #1 priority.  The City should be as strict as possible with drunk drivers and people texting while driving.,6
2613,2017,public transit,4
2614,2017,"Public transit, dog parks",4
2615,2017,PUBLIC TRANSIT--THE OLD DILLES NEED TO COME BACK!,9
2616,2017,Public transportation,3
2617,2017,"Prevent Capital Metro from cutting service to my neighborhood which results in that neighborhood being effectively cut off and isolated from the rest of the city. It is disgraceful that you and your administration allow them to conduct socio-economic class warfare against those without cars and cannot afford to live closer to easily accessible bus routes. You proclaimed 2016 as the Year of Mobility. And the solution? Make folks put cars back road or leave town (CAN'T AFFORD TO LIVE HERE). At no point will I receive a refund on the portion of sales tax I pay that goes to Cap Metro and yet I will receive much less service moving forward. And then I get to pay for a huge mobility bond. How is that going by the way? I can't wait to vote against you in the next election, assuming I'm still able to live here.",5
2618,2017,PREVENT THE BAD RESULTS THAT CODE NEXT IS HEADED TOWARD.MORE IN PREVIOUS COVER AND MORE STRUCTURE ON SMALLER LOTS WOLD DAMAGE NEIGHBORHOODS AND FLOODING. WE NEED TO FOLLOW CHANGES IN AUSTIN BY ENCOURAGING CENTERS AROUND THE WHOLE CITY TO SUSTAIN AFFORDABLE HOUSING AND SUPPORT MASS TRANSIT. ESTABLISH HISTORIC DISTRICTS TO PROTECT OUR LIVABLE DENSE HOODS,9
2619,2017,"PRICES ON WASTEWATER, WATER, ELECTRICITY (TAXES)",1
2620,2017,"privatize utilities, energy, water, etc.",10
2621,2017,PRO:  COA efforts to protect local control.  CON:  Providing incentives/tax breaks to businesses moving into Austin.,10
2622,2017,"Probably within the next five years, we are moving away from Austin.  The traffic and the crime within our area are key to this.  You can have all the best services a city can offer, but if you can't get to them or are overwhelmed by too many people or don't feel safe, it is of no consequence whatsoever.",2
2623,2017,Promote polices like public housing,2
2624,2017,Promote solar power facilities.,4
2625,2017,"Property tax is overwhelming that paying house mortgage now is becoming an issue. If don't have two to three jobs you cannot afford to pay your mortgage. Property tax is now alarming.
Utility bill is another problem we have in Austin community",1
2626,2017,PROPERTY TAX RELIEF EFFORT. TRAFFIC IMPROVEMENT EFFORT,6
2627,2017,"Property tax, too high",1
2628,2017,"PROPERTY TAXES ARE CRAZY, WE HAVE LIVED HERE 28 YEARS AND MANY NO BE ABLE TO STAY IN OUR HOUSE WHEN WE RETIRE BECAUSE OF TAXES, SO SAD,  YOU NEVER REALLY OWN YOUR HOUSE",8
2629,2017,PROPERTY TAXES ARE DRIVING PEOPLE OUT. IT'S UNSUSTAINABLE AND WILL MAKE A RICH ONLY CITY.,7
2630,2017,Property taxes are far too high for the city services provided - especially the total failure to plan for and provide adequate roads.,8
2631,2017,Property taxes are forcing people out of Austin.,4
2632,2017,property taxes are out of control,5
2633,2017,PROPERTY TAXES ARE OUT OF CONTROL. AND THE MAIL THEFT MUST STOP THE POLICE ACT LIKE IT'S NOT THEIR PROBLEM.,8
2634,2017,Property taxes are pricing me out of my home.  Looking for other places to move.,5
2635,2017,"Property taxes are ridiculous and increasing faster than the city of Austin. 
We should not be paying taxes for low income people  to afford to build a home and expect to live downtown and afford it. We should be burding the property owners to cover the cost of those who cannot afford to own or build a home in the first place to ""help"" those. 
Owning a home.is not aright, its a privilege to work for it and be able to afford to.",3
2636,2017,PROPERTY TAXES ARE TOO HIGH!,5
2637,2017,PROPERTY TAXES ARE WAY TOO HIGH.,8
2638,2017,Property taxes for both residential and commercial are ruining our communities and destroying our local business. They have increased at a staggering pace in which no family nor business can keep up.,9
2639,2017,Property taxes in the city are outrageous.,5
2640,2017,Property taxes seem to be out of control. Unaffordable to many. Main Thoroughfares are abysmal.,8
2641,2017,"Protect established, small, successful businesses with $ ceilings on utilities and taxes.",5
2642,2017,"Protect historic neighborhoods, they offer social and economic sustainability.",9
2643,2017,PROTECT OUR WATER. BUY MORE PARKS OPEN SPACE. KEEP AUSTIN GREEN.,10
2644,2017,"PROVIDE AFFORDABLE HOUSING, FIX TRAFFIC CONGETION",8
2645,2017,"PROVIDE BETTER SAFETY, IMPROVEMENTS, LIGHTING, ETC. FOR THE 78753 AREA OF AUSTIN. GET THE PROSTITUTES AND HOMELESS OUT OF THE AREA LIKE YOU (CITY OF AUSTIN) DID ON S. CONGRESS STREET 20 YEARS AGO.",4
2646,2017,PROVIDE INSURANCE AND HOUSING FOR PEOPLE WHO CAN'T AFFORD IT,2
2647,2017,PROVIDE MORE AFFORDABLE HOUSING IN DECENT AREAS FOR SINGLE MOMS AND ELDERLY.,8
2648,2017,PROVIDE MORE INCENTIVES FOR COOPERATIVE HOUSING AND BUSINESS. STRONGLY PROTECT POORER COMMUNITIES FROM PROPERTY SPECULATION AND GENTRIFICATION. MORE METRO-RAIL!,4
2649,2017,"Public access to city lakes and swimming areas are limited with the influx of people moving to Austin, and many of the parks surrounding lake Austin are run down and overrun with weeds and stickers. For a city that spends two-thirds of the year in summer weather, there is relatively little quality water and park access outside of the downtown area; which is already overcrowded without lake-goers.",4
2650,2017,PUBLIC HEALTH IS ALSO PUBLIC SAFETY AND MORE THAN JUST SOCIAL SERVICES!,10
2651,2017,PUBLIC SAFETY,5
2652,2017,"Put more speed bumps, humps or pop-up speed displays when a HOA or local residents continue to call and inform them of a problem.",10
2653,2017,PUT SOME TEETH IN AUSTIN ZONING LAWS. HYDE PARK IS BECOMING AN APARTMENT COMMUNITY WITH UGLY ADDITIONS TO SMALL HOUSES.,9
2654,2017,"Q13 section 10 in reference to graffiti - there need to be a distinction between street art and graffiti, and there needs to be a forum for the community to protect it from investors coming in to ""clean up"" aka gentrify the neighborhood.   This city could be the next NOLA but not if you destroy the culture that built it. This same principle should be applied to Q16 affordable housing- people who have lived in houses for generations should be able to file for protected status and have a tax cap or a slowed rate on their homestead, several of my neighbors who lived here for 40 + years have been driven from their homes.. over the last 10 years I have watched characteristic houses be torn down and square modern (UGLY) - as large as possible taking up the entire lot with NO TREES - houses being built in their stead. You are allowing the character of these neighborhoods to be destroyed and driving the people who lived here for generations to be pushed out. I am a bachelor degree holding white woman living on the east side and it disgusts me, not just poor black and brown people, so start caring because I vote, you will loose the youth of this city if you don't act to protect the EAST SIDE.  More protests and bad press will follow if you continue down this road... we will not stand for it.",1
2655,2017,QUALITY OF LIFE FOR RETIREES,2
2656,2017,Quality of life for seniors is very poor,1
2657,2017,Quality of life improvements are huge boosters of city morale & zoning for walk able amenities and safe bicycling options.,3
2658,2017,Quit allowing growth where there is no infrastructure to support it.  That means most of Austin.,6
2659,2017,"Quit allowing uncontrolled growth without infrastructure to support it. The quality of life in Austin has been destroyed, Why are we  still giving tax breaks to businesses to locate in Austin? Stop further growth! And if property appraised values increase, lower the tax rate proportionally.",6
2660,2017,QUIT BEING GREEDY AND TRYING TO GET MORE PEOPLE TO MOVE HERE UNTIL YOU BUILD AN INFRASTRUCTURE THAT CAN SUPPORT IT.,6
2661,2017,quit being like trump and let us know who you are...,3
2662,2017,Quit building.,2
2663,2017,Quit catering to cyclists.  Speed limit for cyclists or town lake jogging trail.,3
2664,2017,QUIT CUDDLING THE POLICE WE CANNOT AFFORD IT OR THEIR UNION.,9
2665,2017,QUIT ENABLING NEIGHBORHOOD GROUPS TO IMPLEMENT NIMBY TACTICS AGAINST NEIGHBORS THROUGH HISTORIC ZONING.,10
2666,2017,Reduce property taxes!,8
2667,2017,Quit letting people from outside of TX move here and put a cap on the outrageous property taxes so rent will quit going up sky high...so people like me who were born and raised can continue to afford to live in Austin.,7
2668,2017,quit misusing property taxes,8
